Adam Andruszkiewicz,europa,1,Kukiz'15
Adam Andruszkiewicz,konstytucja,2,Kukiz'15
Adam Andruszkiewicz,niszczyć,1,Kukiz'15
Adam Andruszkiewicz,polak,6,Kukiz'15
Adam Andruszkiewicz,polski,20,Kukiz'15
Adam Andruszkiewicz,przedsiębiorca,3,Kukiz'15
Adam Andruszkiewicz,publiczny,1,Kukiz'15
Adam Andruszkiewicz,rolnictwo,1,Kukiz'15
Adam Andruszkiewicz,unia,4,Kukiz'15
Grzegorz Furgo,cena,5,PO
Grzegorz Furgo,europa,7,PO
Grzegorz Furgo,kobieta,1,PO
Grzegorz Furgo,konstytucja,17,PO
Grzegorz Furgo,niszczyć,1,PO
Grzegorz Furgo,polak,11,PO
Grzegorz Furgo,policja,4,PO
Grzegorz Furgo,polski,51,PO
Grzegorz Furgo,przedsiębiorca,4,PO
Grzegorz Furgo,publiczny,67,PO
Grzegorz Furgo,sąd,20,PO
Grzegorz Furgo,trybunał,30,PO
Grzegorz Furgo,unia,21,PO
Grzegorz Furgo,wolność,12,PO
Grzegorz Furgo,zdrowie,6,PO
Jarosław Porwich,europa,2,Kukiz'15
Jarosław Porwich,kobieta,12,Kukiz'15
Jarosław Porwich,konstytucja,1,Kukiz'15
Jarosław Porwich,polak,9,Kukiz'15
Jarosław Porwich,policja,1,Kukiz'15
Jarosław Porwich,polski,20,Kukiz'15
Jarosław Porwich,przedsiębiorca,4,Kukiz'15
Jarosław Porwich,publiczny,12,Kukiz'15
Jarosław Porwich,sąd,2,Kukiz'15
Jarosław Porwich,unia,1,Kukiz'15
Jarosław Porwich,zdrowie,13,Kukiz'15
Joanna Augustynowska,cena,1,PO
Joanna Augustynowska,europa,4,PO
Joanna Augustynowska,kobieta,53,PO
Joanna Augustynowska,konstytucja,10,PO
Joanna Augustynowska,niszczyć,2,PO
Joanna Augustynowska,polak,8,PO
Joanna Augustynowska,polski,16,PO
Joanna Augustynowska,praworządność,1,PO
Joanna Augustynowska,przedsiębiorca,23,PO
Joanna Augustynowska,publiczny,9,PO
Joanna Augustynowska,rolnictwo,1,PO
Joanna Augustynowska,sąd,21,PO
Joanna Augustynowska,trybunał,18,PO
Joanna Augustynowska,unia,18,PO
Joanna Augustynowska,zdrowie,14,PO
Łukasz Rzepecki,polak,1,PiS
Łukasz Rzepecki,polski,1,PiS
Łukasz Rzepecki,przedsiębiorca,3,PiS
Małgorzata Janowska,polski,1,Republikanie
Maria Siarkowska,europa,4,Republikanie
Maria Siarkowska,kobieta,1,Republikanie
Maria Siarkowska,konstytucja,2,Republikanie
Maria Siarkowska,polak,4,Republikanie
Maria Siarkowska,policja,7,Republikanie
Maria Siarkowska,polski,25,Republikanie
Maria Siarkowska,publiczny,6,Republikanie
Maria Siarkowska,trybunał,2,Republikanie
Maria Siarkowska,unia,5,Republikanie
Maria Siarkowska,wolność,6,Republikanie
Maria Siarkowska,zdrowie,3,Republikanie
Marta Golbik,cena,4,PO
Marta Golbik,europa,11,PO
Marta Golbik,kobieta,1,PO
Marta Golbik,konstytucja,7,PO
Marta Golbik,niszczyć,2,PO
Marta Golbik,polak,9,PO
Marta Golbik,polski,43,PO
Marta Golbik,przedsiębiorca,25,PO
Marta Golbik,publiczny,42,PO
Marta Golbik,sąd,7,PO
Marta Golbik,trybunał,30,PO
Marta Golbik,unia,53,PO
Marta Golbik,wolność,1,PO
Marta Golbik,zdrowie,6,PO
Michał Stasiński,cena,1,PO
Michał Stasiński,europa,2,PO
Michał Stasiński,kobieta,2,PO
Michał Stasiński,konstytucja,6,PO
Michał Stasiński,niszczyć,3,PO
Michał Stasiński,polak,3,PO
Michał Stasiński,policja,1,PO
Michał Stasiński,polski,22,PO
Michał Stasiński,praworządność,3,PO
Michał Stasiński,przedsiębiorca,6,PO
Michał Stasiński,publiczny,9,PO
Michał Stasiński,rolnictwo,3,PO
Michał Stasiński,sąd,3,PO
Michał Stasiński,trybunał,12,PO
Michał Stasiński,unia,11,PO
Michał Stasiński,zdrowie,5,PO
Piotr Liroy-Marzec,cena,1,Kukiz'15
Piotr Liroy-Marzec,konstytucja,1,Kukiz'15
Piotr Liroy-Marzec,polak,1,Kukiz'15
Piotr Liroy-Marzec,policja,3,Kukiz'15
Piotr Liroy-Marzec,polski,2,Kukiz'15
Piotr Liroy-Marzec,publiczny,18,Kukiz'15
Piotr Liroy-Marzec,unia,1,Kukiz'15
Piotr Liroy-Marzec,zdrowie,1,Kukiz'15
Sylwester Chruszcz,cena,3,Kukiz'15
Sylwester Chruszcz,europa,54,Kukiz'15
Sylwester Chruszcz,polak,14,Kukiz'15
Sylwester Chruszcz,policja,1,Kukiz'15
Sylwester Chruszcz,polski,89,Kukiz'15
Sylwester Chruszcz,przedsiębiorca,15,Kukiz'15
Sylwester Chruszcz,publiczny,18,Kukiz'15
Sylwester Chruszcz,rolnictwo,1,Kukiz'15
Sylwester Chruszcz,sąd,2,Kukiz'15
Sylwester Chruszcz,trybunał,4,Kukiz'15
Sylwester Chruszcz,unia,43,Kukiz'15
Sylwester Chruszcz,wolność,9,Kukiz'15
Sylwester Chruszcz,zdrowie,1,Kukiz'15
Zbigniew Gryglas,cena,10,Nowoczesna
Zbigniew Gryglas,europa,1,Nowoczesna
Zbigniew Gryglas,konstytucja,7,Nowoczesna
Zbigniew Gryglas,niszczyć,4,Nowoczesna
Zbigniew Gryglas,polak,17,Nowoczesna
Zbigniew Gryglas,policja,2,Nowoczesna
Zbigniew Gryglas,polski,48,Nowoczesna
Zbigniew Gryglas,przedsiębiorca,18,Nowoczesna
Zbigniew Gryglas,publiczny,34,Nowoczesna
Zbigniew Gryglas,rolnictwo,1,Nowoczesna
Zbigniew Gryglas,sąd,9,Nowoczesna
Zbigniew Gryglas,trybunał,20,Nowoczesna
Zbigniew Gryglas,unia,4,Nowoczesna
Zbigniew Gryglas,wolność,2,Nowoczesna
Zbigniew Gryglas,zdrowie,1,Nowoczesna
